action_type,binding_site_comment,direct_interaction,disease_efficacy,max_phase,mec_id,mechanism_comment,mechanism_of_action,mechanism_refs,molecular_mechanism,molecule_chembl_id,parent_molecule_chembl_id,record_id,selectivity_comment,site_id,target_chembl_id,variant_sequence,gene_symbol
INHIBITOR,,1,1,2,8022,,Dipeptidyl peptidase IV inhibitor,"[{'ref_id': 'https://www.kyorin-pharm.co.jp/en/news/2006/000364.shtml', 'ref_type': 'Other', 'ref_url': 'https://www.kyorin-pharm.co.jp/en/news/2006/000364.shtml'}]",1,CHEMBL4297624,CHEMBL4297624,3133227,,,CHEMBL284,,DPP4
INHIBITOR,,1,1,3,9457,,Dipeptidyl peptidase IV inhibitor,"[{'ref_id': '33961850', 'ref_type': 'PubMed', 'ref_url': 'https://pubmed.ncbi.nlm.nih.gov/33961850/'}]",1,CHEMBL1082462,CHEMBL1082462,3589784,,,CHEMBL284,,DPP4
INHIBITOR,,1,1,4,9654,,Dipeptidyl peptidase IV inhibitor,"[{'ref_id': 'https://www.ema.europa.eu/en/documents/product-information/sitagliptin-sun-epar-product-information_en.pdf', 'ref_type': 'EMA', 'ref_url': 'https://www.ema.europa.eu/en/documents/product-information/sitagliptin-sun-epar-product-information_en.pdf'}]",1,CHEMBL5315049,CHEMBL1422,3956708,,,CHEMBL284,,DPP4
INHIBITOR,,1,1,4,10022,,Dipeptidyl peptidase IV inhibitor,"[{'ref_id': 'https://www.ema.europa.eu/en/medicines/human/EPAR/sitagliptin-accord', 'ref_type': 'EMA', 'ref_url': 'https://www.ema.europa.eu/en/medicines/human/EPAR/sitagliptin-accord'}]",1,CHEMBL6068334,CHEMBL1422,4658705,,,CHEMBL284,,DPP4
INHIBITOR,,1,1,4,939,,Sodium/glucose cotransporter 2 inhibitor,"[{'ref_id': 'setid=b9057d3b-b104-4f09-8a61-c61ef9d4a3f3#nlm34090-1', 'ref_type': 'DailyMed', 'ref_url': 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b9057d3b-b104-4f09-8a61-c61ef9d4a3f3#nlm34090-1'}]",1,CHEMBL4594217,CHEMBL2048484,1699828,,,CHEMBL3884,,SLC5A2
INHIBITOR,,1,1,4,2291,,Sodium/glucose cotransporter 2 inhibitor,"[{'ref_id': 'label/2014/204629s000lbl.pdf', 'ref_type': 'FDA', 'ref_url': 'http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/204629s000lbl.pdf'}]",1,CHEMBL2107830,CHEMBL2107830,1706461,,,CHEMBL3884,,SLC5A2
INHIBITOR,,1,1,4,2394,,Sodium/glucose cotransporter 2 inhibitor,"[{'ref_id': 'setid=fc6ae30e-868b-4ac9-b69d-900922503998', 'ref_type': 'DailyMed', 'ref_url': 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fc6ae30e-868b-4ac9-b69d-900922503998'}]",1,CHEMBL2103802,CHEMBL429910,1699758,,,CHEMBL3884,,SLC5A2
INHIBITOR,,1,1,2,5652,,Sodium/glucose cotransporter 2 inhibitor,"[{'ref_id': '18583547', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/18583547'}]",1,CHEMBL2028665,CHEMBL2028665,1702514,,,CHEMBL3884,,SLC5A2
INHIBITOR,,1,1,4,5672,,Sodium/glucose cotransporter 2 inhibitor,"[{'ref_id': '22410641', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/22410641'}]",1,CHEMBL2105711,CHEMBL2110731,1702608,"SGLT2 selective. IC50 rSGLT2= 14.5nM; mSGLT2= 5.0 nM vs IC50 rSGLT1=8200 nM; IC50 mSGLT1, 1800 nM.",,CHEMBL3884,,SLC5A2
INHIBITOR,,1,1,4,5683,,Sodium/glucose cotransporter 2 inhibitor,"[{'ref_id': '21690265', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/21690265'}]",1,CHEMBL1770248,CHEMBL1770248,1702683,It shows >2000-fold selectivity for SGLT2 inhibition (relative to SGLT1) in vitro,,CHEMBL3884,,SLC5A2
INHIBITOR,,1,1,4,5826,,Sodium/glucose cotransporter 2 inhibitor,"[{'ref_id': 'http://adisinsight.springer.com/drugs/800035524', 'ref_type': 'Other', 'ref_url': 'http://adisinsight.springer.com/drugs/800035524'}, {'ref_id': 'http://www.theracos.com/sglt2-inhibitors/', 'ref_type': 'Other', 'ref_url': 'http://www.theracos.com/sglt2-inhibitors/'}]",1,CHEMBL1808388,CHEMBL1808388,2473550,,,CHEMBL3884,,SLC5A2
INHIBITOR,,1,1,4,5841,,Sodium/glucose cotransporter 2 inhibitor,"[{'ref_id': '22739142', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/22739142'}]",1,CHEMBL3039507,CHEMBL3039507,1937949,"Human SGLT1 IC50=36 nmol/l, human SGLT2 IC50=1.8 nmol/l ",,CHEMBL3884,,SLC5A2
INHIBITOR,,1,1,4,7267,,Sodium/glucose cotransporter 2 inhibitor,"[{'ref_id': 'setid=fc6ae30e-868b-4ac9-b69d-900922503998', 'ref_type': 'DailyMed', 'ref_url': 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fc6ae30e-868b-4ac9-b69d-900922503998'}]",1,CHEMBL429910,CHEMBL429910,1706050,,,CHEMBL3884,,SLC5A2
INHIBITOR,,1,1,3,7545,,Sodium/glucose cotransporter 2 inhibitor,"[{'ref_id': 'https://www.pmda.go.jp/files/000230401.pdf', 'ref_type': 'Other', 'ref_url': 'https://www.pmda.go.jp/files/000230401.pdf'}]",1,CHEMBL4297658,CHEMBL4297658,3133266,,,CHEMBL3884,,SLC5A2
INHIBITOR,,1,1,2,7554,,Sodium/glucose cotransporter 2 inhibitor,"[{'ref_id': '30724002', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/30724002'}, {'ref_id': '32187881', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/32187881'}]",1,CHEMBL4297625,CHEMBL4297625,3133228,Dual SGLT1/2 inhibitor.,,CHEMBL3884,,SLC5A2
INHIBITOR,,1,1,2,7708,,Sodium/glucose cotransporter 2 inhibitor,"[{'ref_id': '19281809', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/19281809'}]",1,CHEMBL450044,CHEMBL450044,1699791,,,CHEMBL3884,,SLC5A2
INHIBITOR,,1,1,3,8209,,Sodium/glucose cotransporter 2 inhibitor,"[{'ref_id': '24786232', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/24786232'}]",1,CHEMBL4297431,CHEMBL4297431,3132999,,,CHEMBL3884,,SLC5A2
INHIBITOR,,1,1,4,8219,,Sodium/glucose cotransporter 2 inhibitor,"[{'ref_id': 'https://www.pmda.go.jp/files/000206796.pdf', 'ref_type': 'PMDA', 'ref_url': 'https://www.pmda.go.jp/files/000206796.pdf'}, {'ref_id': '25316572', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/25316572'}]",1,CHEMBL2018096,CHEMBL2018096,3132621,,,CHEMBL3884,,SLC5A2
INHIBITOR,,1,1,2,8903,,Sodium/glucose cotransporter 2 inhibitor,"[{'ref_id': '23374077', 'ref_type': 'PubMed', 'ref_url': 'https://pubmed.ncbi.nlm.nih.gov/23374077/'}]",1,CHEMBL4297452,CHEMBL2397450,3133020,,,CHEMBL3884,,SLC5A2
INHIBITOR,,1,1,4,9827,,Sodium/glucose cotransporter 2 inhibitor,"[{'ref_id': 'https://www.ema.europa.eu/en/documents/product-information/segluromet-epar-product-information_en.pdf', 'ref_type': 'EMA', 'ref_url': 'https://www.ema.europa.eu/en/documents/product-information/segluromet-epar-product-information_en.pdf'}]",1,CHEMBL5315054,CHEMBL1770248,3956713,,,CHEMBL3884,,SLC5A2
INHIBITOR,,1,1,4,1052,,HMG-CoA reductase inhibitor,"[{'ref_id': 'setid=10a557fe-6620-4b15-862a-d3ff5dece612', 'ref_type': 'DailyMed', 'ref_url': 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=10a557fe-6620-4b15-862a-d3ff5dece612'}]",1,CHEMBL503,CHEMBL503,1344871,,,CHEMBL402,,HMGCR
INHIBITOR,,1,1,4,1053,,HMG-CoA reductase inhibitor,"[{'ref_id': '9780702034718 PP. 290', 'ref_type': 'ISBN', 'ref_url': 'http://www.isbnsearch.org/isbn/9780702034718'}]",1,CHEMBL1200563,CHEMBL1477,1343621,,,CHEMBL402,,HMGCR
INHIBITOR,,1,1,4,1054,,HMG-CoA reductase inhibitor,"[{'ref_id': 'label/2013/022363s012lbl.pdf', 'ref_type': 'FDA', 'ref_url': 'http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/022363s012lbl.pdf'}]",1,CHEMBL1237061,CHEMBL1201753,1343985,,,CHEMBL402,,HMGCR
INHIBITOR,,1,1,4,1055,,HMG-CoA reductase inhibitor,"[{'ref_id': 'setid=aad8b373-0aec-4efb-8e61-3d8114b31127', 'ref_type': 'DailyMed', 'ref_url': 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=aad8b373-0aec-4efb-8e61-3d8114b31127'}]",1,CHEMBL2218894,CHEMBL2220442,1344848,,,CHEMBL402,,HMGCR
INHIBITOR,,1,1,4,1056,,HMG-CoA reductase inhibitor,"[{'ref_id': 'setid=e498b80d-7177-4f9d-8471-2e8f913196af', 'ref_type': 'DailyMed', 'ref_url': 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=e498b80d-7177-4f9d-8471-2e8f913196af'}]",1,CHEMBL1744447,CHEMBL1496,1343886,,,CHEMBL402,,HMGCR
INHIBITOR,,1,1,4,1057,,HMG-CoA reductase inhibitor,"[{'ref_id': 'setid=897ad8b7-921d-eb02-a61c-3419e662a2da', 'ref_type': 'DailyMed', 'ref_url': 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=897ad8b7-921d-eb02-a61c-3419e662a2da'}]",1,CHEMBL690,CHEMBL1144,1343150,,,CHEMBL402,,HMGCR
INHIBITOR,,1,1,4,1058,,HMG-CoA reductase inhibitor,"[{'ref_id': 'setid=6ccdb6f3-22c7-5b48-46bc-ce4a4c65eb4d#section-13', 'ref_type': 'DailyMed', 'ref_url': 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=6ccdb6f3-22c7-5b48-46bc-ce4a4c65eb4d#section-13'}]",1,CHEMBL393220,CHEMBL1487,1344888,,,CHEMBL402,,HMGCR
INHIBITOR,,1,1,4,1059,,HMG-CoA reductase inhibitor,"[{'ref_id': 'setid=e9e50cdb-4cef-4d03-9fb6-973d0c2bf293', 'ref_type': 'DailyMed', 'ref_url': 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=e9e50cdb-4cef-4d03-9fb6-973d0c2bf293'}]",1,CHEMBL1064,CHEMBL1064,1343830,,,CHEMBL402,,HMGCR
INHIBITOR,,1,1,4,6914,,HMG-CoA reductase inhibitor,"[{'ref_id': 'label/2013/022363s012lbl.pdf', 'ref_type': 'FDA', 'ref_url': 'http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/022363s012lbl.pdf'}]",1,CHEMBL3989923,CHEMBL1201753,2973279,,,CHEMBL402,,HMGCR
INHIBITOR,,1,1,4,6915,,HMG-CoA reductase inhibitor,"[{'ref_id': 'label/2013/022363s012lbl.pdf', 'ref_type': 'FDA', 'ref_url': 'http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/022363s012lbl.pdf'}]",1,CHEMBL3989920,CHEMBL1201753,2973276,,,CHEMBL402,,HMGCR
AGONIST,,1,1,4,431,,Peroxisome proliferator-activated receptor alpha agonist,"[{'ref_id': 'setid=86c49aff-0a4a-46b5-ac6e-26789bf17c9b', 'ref_type': 'DailyMed', 'ref_url': 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=86c49aff-0a4a-46b5-ac6e-26789bf17c9b'}]",1,CHEMBL1201745,CHEMBL981,1344942,,,CHEMBL239,,PPARA
AGONIST,,1,1,4,432,,Peroxisome proliferator-activated receptor alpha agonist,"[{'ref_id': 'setid=16a775ec-47e7-491f-8c48-319ce43dcd3b', 'ref_type': 'DailyMed', 'ref_url': 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=16a775ec-47e7-491f-8c48-319ce43dcd3b'}, {'ref_id': 'Fibrates', 'ref_type': 'Wikipedia', 'ref_url': 'http://en.wikipedia.org/wiki/Fibrates'}, {'ref_id': 'Gemfibrozil', 'ref_type': 'Wikipedia', 'ref_url': 'http://en.wikipedia.org/wiki/Gemfibrozil'}]",1,CHEMBL457,CHEMBL457,1343073,,,CHEMBL239,,PPARA
AGONIST,,1,1,4,433,,Peroxisome proliferator-activated receptor alpha agonist,"[{'ref_id': 'setid=24790a18-0291-4b88-a724-acac43b616ce', 'ref_type': 'DailyMed', 'ref_url': 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=24790a18-0291-4b88-a724-acac43b616ce'}]",1,CHEMBL672,CHEMBL672,1344135,,,CHEMBL239,,PPARA
AGONIST,,1,1,4,434,,Peroxisome proliferator-activated receptor alpha agonist,"[{'ref_id': '9780702034718 PP. 290', 'ref_type': 'ISBN', 'ref_url': 'http://www.isbnsearch.org/isbn/9780702034718'}]",1,CHEMBL565,CHEMBL565,1343446,,,CHEMBL239,,PPARA
AGONIST,,1,1,4,435,,Peroxisome proliferator-activated receptor alpha agonist,"[{'ref_id': 'setid=86c49aff-0a4a-46b5-ac6e-26789bf17c9b', 'ref_type': 'DailyMed', 'ref_url': 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=86c49aff-0a4a-46b5-ac6e-26789bf17c9b'}]",1,CHEMBL981,CHEMBL981,1344147,,,CHEMBL239,,PPARA
AGONIST,,1,1,2,4582,,Peroxisome proliferator-activated receptor alpha agonist,"[{'ref_id': 'http://zyduscadila.com', 'ref_type': 'Other', 'ref_url': 'http://zyduscadila.com'}]",1,CHEMBL3545093,CHEMBL3545093,2473011,,,CHEMBL239,,PPARA
AGONIST,,1,1,2,4583,"Status last updated May 2009, discontinued?",Peroxisome proliferator-activated receptor alpha agonist,"[{'ref_id': '18678301', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/18678301'}, {'ref_id': '18971326', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/18971326'}, {'ref_id': '22301950', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/22301950'}]",1,CHEMBL5314385,CHEMBL5314385,2473453,,,CHEMBL239,,PPARA
AGONIST,,1,1,2,4584,Compound failed to show an advantage over marketed fenofibrate in Ph2 trial. Also potential adverse effects on kidney function (http://www.firstwordpharma.com/node/110221#axzz3Oj1URprS). Developement on hold or discontinued?,Peroxisome proliferator-activated receptor alpha agonist,"[{'ref_id': '15933217', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/15933217'}]",1,CHEMBL424133,CHEMBL424133,2472728,,,CHEMBL239,,PPARA
AGONIST,,1,1,2,4585,"Report about Ph2 trial in Canada 2007, no trial ID or references found. Compound may have been discontinued.",Peroxisome proliferator-activated receptor alpha agonist,"[{'ref_id': 'http://adisinsight.springer.com/drugs/800020522', 'ref_type': 'Other', 'ref_url': 'http://adisinsight.springer.com/drugs/800020522'}]",1,CHEMBL3545394,CHEMBL3545394,2473707,,,CHEMBL239,,PPARA
AGONIST,,1,1,2,4586,"Not in pipeline, development discontinued?",Peroxisome proliferator-activated receptor alpha agonist,"[{'ref_id': '17243659', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/17243659'}]",1,CHEMBL219586,CHEMBL219586,2473141,,,CHEMBL239,,PPARA
AGONIST,,1,1,2,4587,Development discontinued (http://fr.reuters.com/article/idUKL04616509200804042),Peroxisome proliferator-activated receptor alpha agonist,"[{'ref_id': '22212431', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/22212431'}]",1,CHEMBL3545334,CHEMBL3545334,2473583,,,CHEMBL239,,PPARA
AGONIST,,1,1,2,4590,"Development stopped (PMID:20932114). There are reports of adverse events associated with PPARalfa/gamma dual agonist, for example weight gain, increased risk of bladder cancer and hyperplasia.",Peroxisome proliferator-activated receptor alpha agonist,"[{'ref_id': 'D08949', 'ref_type': 'KEGG', 'ref_url': None}, {'ref_id': '18474944', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/18474944'}, {'ref_id': '24524207', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/24524207'}]",1,CHEMBL181954,CHEMBL181954,1701418,,,CHEMBL239,,PPARA
AGONIST,,1,1,3,5224,Selective PPAR alpha modulator (SPPAR?M) properties. Ph3 in Japan,Peroxisome proliferator-activated receptor alpha agonist,"[{'ref_id': 'http://kenesforms.kenes.com/eas2012/abstracts/pdf/787.pdf', 'ref_type': 'Other', 'ref_url': 'http://kenesforms.kenes.com/eas2012/abstracts/pdf/787.pdf'}, {'ref_id': 'http://www.kowa.co.jp/eng/company/division/pharmaceutic/labo.htm', 'ref_type': 'Other', 'ref_url': 'http://www.kowa.co.jp/eng/company/division/pharmaceutic/labo.htm'}, {'ref_id': '23721199', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/23721199'}]",1,CHEMBL3545412,CHEMBL3545412,2473745,,,CHEMBL239,,PPARA
AGONIST,,1,1,3,5225,Development discontinued after Ph3 in 2005 due to abnormalities in liver enzyme tests (http://www.firstwordpharma.com/node/218757#axzz3OLRFCbFS3).,Peroxisome proliferator-activated receptor alpha agonist,"[{'ref_id': '15219816', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/15219816'}, {'ref_id': '17884441', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/17884441'}, {'ref_id': '23721199', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/23721199'}]",1,CHEMBL592054,CHEMBL592054,2473520,,,CHEMBL239,,PPARA
AGONIST,,1,1,3,5227,Development stopped due to safety concerns and lack of efficacy (http://www.roche.com/media/media_releases/med-cor-2013-07-10.htm),Peroxisome proliferator-activated receptor alpha agonist,"[{'ref_id': '1486069', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/1486069'}, {'ref_id': 'Aleglitazar', 'ref_type': 'Wikipedia', 'ref_url': 'http://en.wikipedia.org/wiki/Aleglitazar'}]",1,CHEMBL519504,CHEMBL519504,1699743,,,CHEMBL239,,PPARA
AGONIST,,1,1,3,5229,Discontinueddue to safety concerns,Peroxisome proliferator-activated receptor alpha agonist,"[{'ref_id': '23594962', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/23594962'}, {'ref_id': '23721199', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/23721199'}, {'ref_id': 'Muraglitazar', 'ref_type': 'Wikipedia', 'ref_url': 'http://en.wikipedia.org/wiki/Muraglitazar'}]",1,CHEMBL186179,CHEMBL186179,1705437,,,CHEMBL239,,PPARA
AGONIST,,1,1,3,5231,"All Ph3 trials terminated, discontinued due to safety concerns (http://en.wikipedia.org/wiki/Tesaglitazar)",Peroxisome proliferator-activated receptor alpha agonist,"[{'ref_id': '15059948', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/15059948'}, {'ref_id': '16628256', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/16628256'}, {'ref_id': 'Tesaglitazar', 'ref_type': 'Wikipedia', 'ref_url': 'http://en.wikipedia.org/wiki/Tesaglitazar'}]",1,CHEMBL282686,CHEMBL282686,1706224,,,CHEMBL239,,PPARA
AGONIST,,1,1,4,6676,"Ciprofibrate, a PPARα activator, is used to treat hyperlipidaemia and was found to be beneficial in the prevention of ischemic heart disease in individuals with elevated levels of LDL cholesterol. In addition ciprofibrate is also found to modestly decrease elevated fibrinogen and plasminogen activator inhibitor-1 levels and elevate level of plasma HDL cholesterol.",Peroxisome proliferator-activated receptor alpha agonist,"[{'ref_id': '16099866', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/16099866'}, {'ref_id': '16722831', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/16722831'}, {'ref_id': '18336980', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/18336980'}, {'ref_id': '19930639', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/19930639'}, {'ref_id': '21475872', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/21475872'}, {'ref_id': '23326000', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/23326000'}]",1,CHEMBL557555,CHEMBL557555,1702842,,,CHEMBL239,,PPARA
AGONIST,,1,1,4,7549,,Peroxisome proliferator-activated receptor alpha agonist,"[{'ref_id': 'https://www.pmda.go.jp/files/000226672.pdf', 'ref_type': 'Other', 'ref_url': 'https://www.pmda.go.jp/files/000226672.pdf'}]",1,CHEMBL247951,CHEMBL247951,3132634,,,CHEMBL239,,PPARA
AGONIST,,1,1,3,7948,,Peroxisome proliferator-activated receptor alpha agonist,"[{'ref_id': '25926748', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/25926748'}, {'ref_id': '26171220', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/26171220'}, {'ref_id': '33273703', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/33273703'}]",1,CHEMBL4297530,CHEMBL4297530,3133108,,,CHEMBL239,,PPARA
AGONIST,,1,1,4,8049,,Peroxisome proliferator-activated receptor alpha agonist,"[{'ref_id': 'https://care.diabetesjournals.org/content/34/9/2008', 'ref_type': 'Other', 'ref_url': 'https://care.diabetesjournals.org/content/34/9/2008'}, {'ref_id': '25212694', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/25212694'}, {'ref_id': '31523999', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/31523999'}]",1,CHEMBL3707395,CHEMBL3707395,2472872,,,CHEMBL239,,PPARA
AGONIST,,1,1,3,8071,,Peroxisome proliferator-activated receptor alpha agonist,"[{'ref_id': '15120604', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/15120604'}]",1,CHEMBL4297404,CHEMBL4297404,3132972,,,CHEMBL239,,PPARA
